"p, q, n, Phi, e, k, d",Totient,Binary Totient,# Hot Bits,Transparency Percentage
"[419, 523, 219137, 218196, 5, 4, 174557]",218196,0b110101010001010100,8,0
"[419, 523, 219137, 218196, 17, 16, 205361]",218196,0b110101010001010100,8,0
"[419, 523, 219137, 218196, 257, 171, 145181]",218196,0b110101010001010100,8,0
"[419, 523, 219137, 218196, 65537, 29081, 96821]",218196,0b110101010001010100,8,0
"[421, 431, 181451, 180600, 3, 1, 240800]",180600,0b101100000101111000,8,0
"[421, 443, 186503, 185640, 3, 1, 247520]",185640,0b101101010100101000,8,0
"[421, 449, 189029, 188160, 3, 1, 250880]",188160,0b101101111100000000,8,0
"[421, 523, 220183, 219240, 3, 1, 292320]",219240,0b110101100001101000,8,0
"[431, 433, 186623, 185760, 3, 1, 247680]",185760,0b101101010110100000,8,0
"[431, 479, 206449, 205540, 3, 2, 137027]",205540,0b110010001011100100,8,0
"[431, 479, 206449, 205540, 5, 1, 246648]",205540,0b110010001011100100,8,0
"[431, 479, 206449, 205540, 17, 5, 60453]",205540,0b110010001011100100,8,0
"[431, 479, 206449, 205540, 257, 30, 23993]",205540,0b110010001011100100,8,0
"[431, 479, 206449, 205540, 65537, 35231, 110493]",205540,0b110010001011100100,8,0
"[431, 509, 219379, 218440, 3, 2, 145627]",218440,0b110101010101001000,8,0
"[433, 503, 217799, 216864, 3, 1, 289152]",216864,0b110100111100100000,8,0
"[433, 521, 225593, 224640, 3, 1, 299520]",224640,0b110110110110000000,8,0
"[433, 523, 226459, 225504, 3, 1, 300672]",225504,0b110111000011100000,8,0
"[433, 541, 234253, 233280, 3, 1, 311040]",233280,0b111000111101000000,8,0
"[439, 509, 223451, 222504, 3, 1, 296672]",222504,0b110110010100101000,8,0
"[443, 461, 204223, 203320, 3, 2, 135547]",203320,0b110001101000111000,8,0
"[443, 541, 239663, 238680, 3, 1, 318240]",238680,0b111010010001011000,8,0
"[449, 467, 209683, 208768, 3, 2, 139179]",208768,0b110010111110000000,8,0
"[449, 499, 224051, 223104, 3, 1, 297472]",223104,0b110110011110000000,8,0
"[449, 503, 225847, 224896, 3, 2, 149931]",224896,0b110110111010000000,8,0
"[457, 461, 210677, 209760, 3, 1, 279680]",209760,0b110011001101100000,8,0
"[457, 467, 213419, 212496, 3, 1, 283328]",212496,0b110011111000010000,8,0
"[457, 487, 222559, 221616, 3, 1, 295488]",221616,0b110110000110110000,8,0
"[457, 491, 224387, 223440, 3, 1, 297920]",223440,0b110110100011010000,8,0
"[457, 521, 238097, 237120, 3, 1, 316160]",237120,0b111001111001000000,8,0
"[457, 523, 239011, 238032, 3, 1, 317376]",238032,0b111010000111010000,8,0
"[457, 541, 247237, 246240, 3, 1, 328320]",246240,0b111100000111100000,8,0
"[461, 467, 215287, 214360, 3, 2, 142907]",214360,0b110100010101011000,8,0
"[461, 487, 224507, 223560, 3, 1, 298080]",223560,0b110110100101001000,8,0
"[461, 521, 240181, 239200, 3, 2, 159467]",239200,0b111010011001100000,8,0
"[461, 541, 249401, 248400, 3, 1, 331200]",248400,0b111100101001010000,8,0
"[463, 509, 235667, 234696, 3, 1, 312928]",234696,0b111001010011001000,8,0
"[467, 521, 243307, 242320, 3, 2, 161547]",242320,0b111011001010010000,8,0
"[467, 521, 243307, 242320, 5, 1, 290784]",242320,0b111011001010010000,8,0
"[479, 509, 243811, 242824, 3, 2, 161883]",242824,0b111011010010001000,8,0
"[479, 509, 243811, 242824, 5, 1, 48565]",242824,0b111011010010001000,8,0
"[479, 509, 243811, 242824, 17, 13, 185689]",242824,0b111011010010001000,8,0
"[479, 509, 243811, 242824, 257, 163, 154009]",242824,0b111011010010001000,8,0
"[479, 509, 243811, 242824, 65537, 9954, 36881]",242824,0b111011010010001000,8,0
"[479, 541, 259139, 258120, 3, 1, 344160]",258120,0b111111000001001000,8,0
"[479, 541, 259139, 258120, 5, 1, 309744]",258120,0b111111000001001000,8,0
"[479, 541, 259139, 258120, 17, 15, 227753]",258120,0b111111000001001000,8,0
"[479, 541, 259139, 258120, 257, 81, 81353]",258120,0b111111000001001000,8,0
"[479, 541, 259139, 258120, 65537, 4995, 19673]",258120,0b111111000001001000,8,0
"[487, 503, 244961, 243972, 3, 1, 325296]",243972,0b111011100100000100,8,0
"[487, 503, 244961, 243972, 5, 2, 97589]",243972,0b111011100100000100,8,0
"[487, 503, 244961, 243972, 17, 10, 143513]",243972,0b111011100100000100,8,0
"[487, 503, 244961, 243972, 257, 13, 12341]",243972,0b111011100100000100,8,0
"[487, 503, 244961, 243972, 65537, 59072, 219905]",243972,0b111011100100000100,8,0
"[487, 509, 247883, 246888, 3, 1, 329184]",246888,0b111100010001101000,8,0
"[487, 509, 247883, 246888, 5, 3, 148133]",246888,0b111100010001101000,8,0
"[487, 509, 247883, 246888, 17, 6, 87137]",246888,0b111100010001101000,8,0
"[487, 509, 247883, 246888, 257, 26, 24977]",246888,0b111100010001101000,8,0
"[487, 509, 247883, 246888, 65537, 41345, 155753]",246888,0b111100010001101000,8,0
"[499, 503, 250997, 249996, 3, 1, 333328]",249996,0b111101000010001100,8,0
"[499, 503, 250997, 249996, 5, 4, 199997]",249996,0b111101000010001100,8,0
"[499, 503, 250997, 249996, 17, 3, 44117]",249996,0b111101000010001100,8,0
"[499, 503, 250997, 249996, 257, 87, 84629]",249996,0b111101000010001100,8,0
"[499, 503, 250997, 249996, 65537, 64755, 247013]",249996,0b111101000010001100,8,0
"[499, 541, 269959, 268920, 3, 1, 358560]",268920,0b1000001101001111000,8,0
"[499, 541, 269959, 268920, 5, 1, 322704]",268920,0b1000001101001111000,8,0
"[499, 541, 269959, 268920, 17, 6, 94913]",268920,0b1000001101001111000,8,0
"[499, 541, 269959, 268920, 257, 118, 123473]",268920,0b1000001101001111000,8,0
"[499, 541, 269959, 268920, 65537, 5584, 22913]",268920,0b1000001101001111000,8,0
"[503, 509, 256027, 255016, 3, 2, 170011]",255016,0b111110010000101000,8,0
"[503, 509, 256027, 255016, 5, 4, 204013]",255016,0b111110010000101000,8,0
"[503, 509, 256027, 255016, 17, 1, 15001]",255016,0b111110010000101000,8,0
"[503, 509, 256027, 255016, 257, 232, 230209]",255016,0b111110010000101000,8,0
"[503, 509, 256027, 255016, 65537, 59610, 231953]",255016,0b111110010000101000,8,0
"[509, 523, 266207, 265176, 3, 1, 353568]",265176,0b1000000101111011000,8,0
"[509, 523, 266207, 265176, 5, 4, 212141]",265176,0b1000000101111011000,8,0
"[509, 523, 266207, 265176, 17, 5, 77993]",265176,0b1000000101111011000,8,0
"[509, 523, 266207, 265176, 257, 166, 171281]",265176,0b1000000101111011000,8,0
"[509, 523, 266207, 265176, 65537, 52053, 210617]",265176,0b1000000101111011000,8,0
"[509, 541, 275369, 274320, 3, 1, 365760]",274320,0b1000010111110010000,8,0
"[29, 293, 8497, 8176, 5, 4, 6541]",8176,0b1111111110000,9,0.26
"[29, 293, 8497, 8176, 17, 1, 481]",8176,0b1111111110000,9,0.26
"[29, 293, 8497, 8176, 257, 166, 5281]",8176,0b1111111110000,9,0.26
"[29, 293, 8497, 8176, 65537, 25402, 3169]",8176,0b1111111110000,9,0.26
"[113, 293, 33109, 32704, 17, 13, 25009]",32704,0b111111111000000,9,0.25
"[113, 293, 33109, 32704, 257, 170, 21633]",32704,0b111111111000000,9,0.25
"[113, 293, 33109, 32704, 65537, 39119, 19521]",32704,0b111111111000000,9,0.25
"[293, 449, 131557, 130816, 257, 171, 87041]",130816,0b11111111100000000,9,0.24
"[293, 449, 131557, 130816, 65537, 26164, 52225]",130816,0b11111111100000000,9,0.24
"[41, 359, 14719, 14320, 17, 14, 11793]",14320,0b11011111110000,9,0.16
"[41, 359, 14719, 14320, 257, 25, 1393]",14320,0b11011111110000,9,0.16
"[41, 359, 14719, 14320, 65537, 62759, 13713]",14320,0b11011111110000,9,0.16
"[11, 359, 3949, 3580, 3, 2, 2387]",3580,0b110111111100,9,0.15
"[11, 359, 3949, 3580, 5, 1, 4296]",3580,0b110111111100,9,0.15
"[11, 359, 3949, 3580, 17, 5, 1053]",3580,0b110111111100,9,0.15
"[11, 359, 3949, 3580, 257, 100, 1393]",3580,0b110111111100,9,0.15
"[11, 359, 3949, 3580, 65537, 54425, 2973]",3580,0b110111111100,9,0.15
"[71, 233, 16543, 16240, 17, 10, 9553]",16240,0b11111101110000,9,0.15
"[71, 233, 16543, 16240, 257, 236, 14913]",16240,0b11111101110000,9,0.15
"[71, 233, 16543, 16240, 65537, 47591, 11793]",16240,0b11111101110000,9,0.15
"[59, 71, 4189, 4060, 3, 2, 2707]",4060,0b111111011100,9,0.14
"[59, 71, 4189, 4060, 5, 1, 4872]",4060,0b111111011100,9,0.14
"[59, 71, 4189, 4060, 17, 6, 1433]",4060,0b111111011100,9,0.14
"[59, 71, 4189, 4060, 257, 173, 2733]",4060,0b111111011100,9,0.14
"[59, 71, 4189, 4060, 65537, 59290, 3673]",4060,0b111111011100,9,0.14
"[59, 281, 16579, 16240, 17, 10, 9553]",16240,0b11111101110000,9,0.14
"[59, 281, 16579, 16240, 257, 236, 14913]",16240,0b11111101110000,9,0.14
"[59, 281, 16579, 16240, 65537, 47591, 11793]",16240,0b11111101110000,9,0.14
"[233, 281, 65473, 64960, 17, 11, 42033]",64960,0b1111110111000000,9,0.12
"[233, 281, 65473, 64960, 257, 59, 14913]",64960,0b1111110111000000,9,0.12
"[233, 281, 65473, 64960, 65537, 28282, 28033]",64960,0b1111110111000000,9,0.12
"[43, 269, 11567, 11256, 5, 4, 9005]",11256,0b10101111111000,9,0.1
"[43, 269, 11567, 11256, 17, 8, 5297]",11256,0b10101111111000,9,0.1
"[43, 269, 11567, 11256, 257, 173, 7577]",11256,0b10101111111000,9,0.1
"[43, 269, 11567, 11256, 65537, 11278, 1937]",11256,0b10101111111000,9,0.1
"[43, 293, 12599, 12264, 5, 1, 2453]",12264,0b10111111101000,9,0.1
"[43, 293, 12599, 12264, 17, 12, 8657]",12264,0b10111111101000,9,0.1
"[43, 293, 12599, 12264, 257, 25, 1193]",12264,0b10111111101000,9,0.1
"[43, 293, 12599, 12264, 65537, 60626, 11345]",12264,0b10111111101000,9,0.1
"[113, 439, 49607, 49056, 17, 3, 8657]",49056,0b1011111110100000,9,0.1
"[113, 439, 49607, 49056, 257, 199, 37985]",49056,0b1011111110100000,9,0.1
"[113, 439, 49607, 49056, 65537, 47925, 35873]",49056,0b1011111110100000,9,0.1
"[439, 449, 197111, 196224, 257, 114, 87041]",196224,0b101111111010000000,9,0.1
"[439, 449, 197111, 196224, 65537, 61134, 183041]",196224,0b101111111010000000,9,0.1
"[29, 439, 12731, 12264, 5, 1, 2453]",12264,0b10111111101000,9,0.09
"[29, 439, 12731, 12264, 17, 12, 8657]",12264,0b10111111101000,9,0.09
"[29, 439, 12731, 12264, 257, 25, 1193]",12264,0b10111111101000,9,0.09
"[29, 439, 12731, 12264, 65537, 60626, 11345]",12264,0b10111111101000,9,0.09
"[269, 337, 90653, 90048, 17, 1, 5297]",90048,0b10101111111000000,9,0.09
"[269, 337, 90653, 90048, 257, 118, 41345]",90048,0b10101111111000000,9,0.09
"[269, 337, 90653, 90048, 65537, 17794, 24449]",90048,0b10101111111000000,9,0.09
"[23, 347, 7981, 7612, 3, 2, 5075]",7612,0b1110110111100,9,0.08
"[23, 347, 7981, 7612, 5, 2, 3045]",7612,0b1110110111100,9,0.08
"[23, 347, 7981, 7612, 17, 13, 5821]",7612,0b1110110111100,9,0.08
"[23, 347, 7981, 7612, 257, 139, 4117]",7612,0b1110110111100,9,0.08
"[23, 347, 7981, 7612, 65537, 17228, 2001]",7612,0b1110110111100,9,0.08
"[41, 359, 14719, 14320, 5, 1, 17184]",14320,0b11011111110000,9,0.08
"[71, 107, 7597, 7420, 3, 2, 4947]",7420,0b1110011111100,9,0.08
"[71, 107, 7597, 7420, 5, 1, 8904]",7420,0b1110011111100,9,0.08
"[71, 107, 7597, 7420, 17, 2, 873]",7420,0b1110011111100,9,0.08
"[71, 107, 7597, 7420, 257, 148, 4273]",7420,0b1110011111100,9,0.08
"[71, 107, 7597, 7420, 65537, 53463, 6053]",7420,0b1110011111100,9,0.08
"[79, 197, 15563, 15288, 5, 3, 9173]",15288,0b11101110111000,9,0.08
"[79, 197, 15563, 15288, 17, 10, 8993]",15288,0b11101110111000,9,0.08
"[79, 197, 15563, 15288, 257, 37, 2201]",15288,0b11101110111000,9,0.08
"[79, 197, 15563, 15288, 65537, 29189, 6809]",15288,0b11101110111000,9,0.08
"[89, 347, 30883, 30448, 17, 16, 28657]",30448,0b111011011110000,9,0.08
"[89, 347, 30883, 30448, 257, 99, 11729]",30448,0b111011011110000,9,0.08
"[89, 347, 30883, 30448, 65537, 4307, 2001]",30448,0b111011011110000,9,0.08
"[103, 149, 15347, 15096, 5, 4, 12077]",15096,0b11101011111000,9,0.08
"[103, 149, 15347, 15096, 17, 1, 15984]",15096,0b11101011111000,9,0.08
"[103, 149, 15347, 15096, 257, 234, 13745]",15096,0b11101011111000,9,0.08
"[103, 149, 15347, 15096, 65537, 8305, 1913]",15096,0b11101011111000,9,0.08
"[107, 281, 30067, 29680, 17, 9, 15713]",29680,0b111001111110000,9,0.08
"[107, 281, 30067, 29680, 257, 37, 4273]",29680,0b111001111110000,9,0.08
"[107, 281, 30067, 29680, 65537, 29750, 13473]",29680,0b111001111110000,9,0.08
"[137, 223, 30551, 30192, 17, 1, 31968]",30192,0b111010111110000,9,0.08
"[137, 223, 30551, 30192, 257, 117, 13745]",30192,0b111010111110000,9,0.08
"[137, 223, 30551, 30192, 65537, 36921, 17009]",30192,0b111010111110000,9,0.08
"[293, 337, 98741, 98112, 17, 10, 57713]",98112,0b10111111101000000,9,0.08
"[293, 337, 98741, 98112, 257, 228, 87041]",98112,0b10111111101000000,9,0.08
"[293, 337, 98741, 98112, 65537, 56731, 84929]",98112,0b10111111101000000,9,0.08
"[347, 353, 122491, 121792, 257, 89, 42177]",121792,0b11101101111000000,9,0.08
"[347, 353, 122491, 121792, 65537, 17461, 32449]",121792,0b11101101111000000,9,0.08
"[23, 367, 8441, 8052, 3, 1, 10736]",8052,0b1111101110100,9,0.07
"[23, 367, 8441, 8052, 5, 2, 3221]",8052,0b1111101110100,9,0.07
"[23, 367, 8441, 8052, 17, 3, 1421]",8052,0b1111101110100,9,0.07
"[23, 367, 8441, 8052, 257, 130, 4073]",8052,0b1111101110100,9,0.07
"[23, 367, 8441, 8052, 65537, 40281, 4949]",8052,0b1111101110100,9,0.07
"[29, 293, 8497, 8176, 3, 2, 5451]",8176,0b1111111110000,9,0.07
"[43, 389, 16727, 16296, 5, 4, 13037]",16296,0b11111110101000,9,0.07
"[43, 389, 16727, 16296, 17, 5, 4793]",16296,0b11111110101000,9,0.07
"[43, 389, 16727, 16296, 257, 93, 5897]",16296,0b11111110101000,9,0.07
"[43, 389, 16727, 16296, 65537, 39545, 9833]",16296,0b11111110101000,9,0.07
"[59, 281, 16579, 16240, 5, 1, 19488]",16240,0b11111101110000,9,0.07
"[71, 233, 16543, 16240, 5, 1, 19488]",16240,0b11111101110000,9,0.07
"[89, 367, 32663, 32208, 17, 5, 9473]",32208,0b111110111010000,9,0.07
"[89, 367, 32663, 32208, 257, 161, 20177]",32208,0b111110111010000,9,0.07
"[89, 367, 32663, 32208, 65537, 59223, 29105]",32208,0b111110111010000,9,0.07
"[101, 317, 32017, 31600, 5, 1, 37920]",31600,0b111101101110000,9,0.07
"[101, 317, 32017, 31600, 17, 6, 11153]",31600,0b111101101110000,9,0.07
"[101, 317, 32017, 31600, 257, 187, 22993]",31600,0b111101101110000,9,0.07
"[101, 317, 32017, 31600, 65537, 18817, 9073]",31600,0b111101101110000,9,0.07
"[113, 293, 33109, 32704, 5, 1, 6541]",32704,0b111111111000000,9,0.07
"[137, 239, 32743, 32368, 17, 1, 34272]",32368,0b111111001110000,9,0.07
"[137, 239, 32743, 32368, 257, 202, 25441]",32368,0b111111001110000,9,0.07
"[137, 239, 32743, 32368, 65537, 46555, 22993]",32368,0b111111001110000,9,0.07
"[149, 409, 60941, 60384, 17, 1, 63936]",60384,0b1110101111100000,9,0.07
"[149, 409, 60941, 60384, 257, 187, 43937]",60384,0b1110101111100000,9,0.07
"[149, 409, 60941, 60384, 65537, 51229, 47201]",60384,0b1110101111100000,9,0.07
"[157, 197, 30929, 30576, 5, 4, 24461]",30576,0b111011101110000,9,0.07
"[157, 197, 30929, 30576, 17, 5, 8993]",30576,0b111011101110000,9,0.07
"[157, 197, 30929, 30576, 257, 147, 17489]",30576,0b111011101110000,9,0.07
"[157, 197, 30929, 30576, 65537, 47363, 22097]",30576,0b111011101110000,9,0.07
"[197, 313, 61661, 61152, 17, 11, 39569]",61152,0b1110111011100000,9,0.07
"[197, 313, 61661, 61152, 257, 202, 48065]",61152,0b1110111011100000,9,0.07
"[197, 313, 61661, 61152, 65537, 56450, 52673]",61152,0b1110111011100000,9,0.07
"[353, 367, 129551, 128832, 257, 233, 116801]",128832,0b11111011101000000,9,0.07
"[353, 367, 129551, 128832, 65537, 31190, 61313]",128832,0b11111011101000000,9,0.07
"[23, 443, 10189, 9724, 3, 2, 6483]",9724,0b10010111111100,9,0.06
"[23, 443, 10189, 9724, 5, 1, 1945]",9724,0b10010111111100,9,0.06
"[23, 443, 10189, 9724, 17, 1, 10296]",9724,0b10010111111100,9,0.06
"[23, 443, 10189, 9724, 257, 153, 5789]",9724,0b10010111111100,9,0.06
"[23, 443, 10189, 9724, 65537, 28017, 4157]",9724,0b10010111111100,9,0.06
"[71, 293, 20803, 20440, 5, 1, 24528]",20440,0b100111111011000,9,0.06
"[71, 293, 20803, 20440, 17, 14, 16833]",20440,0b100111111011000,9,0.06
"[71, 293, 20803, 20440, 257, 15, 1193]",20440,0b100111111011000,9,0.06
"[71, 293, 20803, 20440, 65537, 49483, 15433]",20440,0b100111111011000,9,0.06
"[89, 443, 39427, 38896, 17, 1, 41184]",38896,0b1001011111110000,9,0.06
"[89, 443, 39427, 38896, 257, 231, 34961]",38896,0b1001011111110000,9,0.06
"[89, 443, 39427, 38896, 65537, 56157, 33329]",38896,0b1001011111110000,9,0.06
"[293, 449, 131557, 130816, 17, 16, 123121]",130816,0b11111111100000000,9,0.06
"[317, 401, 127117, 126400, 17, 10, 74353]",126400,0b11110110111000000,9,0.06
"[317, 401, 127117, 126400, 257, 111, 54593]",126400,0b11110110111000000,9,0.06
"[317, 401, 127117, 126400, 65537, 53857, 103873]",126400,0b11110110111000000,9,0.06
"[337, 389, 131093, 130368, 17, 7, 53681]",130368,0b11111110101000000,9,0.06
"[337, 389, 131093, 130368, 257, 108, 54785]",130368,0b11111110101000000,9,0.06
"[337, 389, 131093, 130368, 65537, 62288, 123905]",130368,0b11111110101000000,9,0.06
"[353, 443, 156379, 155584, 257, 122, 73857]",155584,0b100101111111000000,9,0.06
"[353, 443, 156379, 155584, 65537, 63192, 150017]",155584,0b100101111111000000,9,0.06
"[29, 439, 12731, 12264, 3, 1, 16352]",12264,0b10111111101000,9,0.05
"[43, 263, 11309, 11004, 3, 1, 14672]",11004,0b10101011111100,9,0.05
"[43, 263, 11309, 11004, 5, 1, 2201]",11004,0b10101011111100,9,0.05
"[43, 263, 11309, 11004, 17, 10, 6473]",11004,0b10101011111100,9,0.05
"[43, 263, 11309, 11004, 257, 175, 7493]",11004,0b10101011111100,9,0.05
"[43, 263, 11309, 11004, 65537, 53560, 8993]",11004,0b10101011111100,9,0.05
"[43, 269, 11567, 11256, 3, 1, 15008]",11256,0b10101111111000,9,0.05
"[43, 293, 12599, 12264, 3, 1, 16352]",12264,0b10111111101000,9,0.05
"[53, 463, 24539, 24024, 5, 1, 4805]",24024,0b101110111011000,9,0.05
"[53, 463, 24539, 24024, 17, 11, 15545]",24024,0b101110111011000,9,0.05
"[53, 463, 24539, 24024, 257, 117, 10937]",24024,0b101110111011000,9,0.05
"[53, 463, 24539, 24024, 65537, 6659, 2441]",24024,0b101110111011000,9,0.05
"[53, 503, 26659, 26104, 5, 1, 5221]",26104,0b110010111111000,9,0.05
"[53, 503, 26659, 26104, 17, 15, 23033]",26104,0b110010111111000,9,0.05
"[53, 503, 26659, 26104, 257, 250, 25393]",26104,0b110010111111000,9,0.05
"[53, 503, 26659, 26104, 65537, 27800, 11073]",26104,0b110010111111000,9,0.05
"[59, 389, 22951, 22504, 5, 1, 4501]",22504,0b101011111101000,9,0.05
"[59, 389, 22951, 22504, 17, 13, 17209]",22504,0b101011111101000,9,0.05
"[59, 389, 22951, 22504, 257, 218, 19089]",22504,0b101011111101000,9,0.05
"[59, 389, 22951, 22504, 65537, 51235, 17593]",22504,0b101011111101000,9,0.05
"[101, 239, 24139, 23800, 5, 1, 28560]",23800,0b101110011111000,9,0.05
"[101, 239, 24139, 23800, 17, 1, 25200]",23800,0b101110011111000,9,0.05
"[101, 239, 24139, 23800, 257, 28, 2593]",23800,0b101110011111000,9,0.05
"[101, 239, 24139, 23800, 65537, 37100, 13473]",23800,0b101110011111000,9,0.05
"[109, 227, 24743, 24408, 5, 3, 14645]",24408,0b101111101011000,9,0.05
"[109, 227, 24743, 24408, 17, 13, 18665]",24408,0b101111101011000,9,0.05
"[109, 227, 24743, 24408, 257, 147, 13961]",24408,0b101111101011000,9,0.05
"[109, 227, 24743, 24408, 65537, 36004, 13409]",24408,0b101111101011000,9,0.05
"[137, 347, 47539, 47056, 17, 1, 49824]",47056,0b1011011111010000,9,0.05
"[137, 347, 47539, 47056, 257, 185, 33873]",47056,0b1011011111010000,9,0.05
"[137, 347, 47539, 47056, 65537, 6642, 4769]",47056,0b1011011111010000,9,0.05
"[227, 433, 98291, 97632, 17, 16, 91889]",97632,0b10111110101100000,9,0.05
"[227, 433, 98291, 97632, 257, 101, 38369]",97632,0b10111110101100000,9,0.05
"[227, 433, 98291, 97632, 65537, 9001, 13409]",97632,0b10111110101100000,9,0.05
"[233, 389, 90637, 90016, 17, 16, 84721]",90016,0b10101111110100000,9,0.05
"[233, 389, 90637, 90016, 257, 183, 64097]",90016,0b10101111110100000,9,0.05
"[233, 389, 90637, 90016, 65537, 29193, 40097]",90016,0b10101111110100000,9,0.05
"[239, 401, 95839, 95200, 17, 1, 100800]",95200,0b10111001111100000,9,0.05
"[239, 401, 95839, 95200, 257, 7, 2593]",95200,0b10111001111100000,9,0.05
"[239, 401, 95839, 95200, 65537, 9275, 13473]",95200,0b10111001111100000,9,0.05
"[263, 337, 88631, 88032, 17, 14, 72497]",88032,0b10101011111100000,9,0.05
"[263, 337, 88631, 88032, 257, 54, 18497]",88032,0b10101011111100000,9,0.05
"[263, 337, 88631, 88032, 65537, 6695, 8993]",88032,0b10101011111100000,9,0.05
"[281, 293, 82333, 81760, 17, 12, 57713]",81760,0b10011111101100000,9,0.05
"[281, 293, 82333, 81760, 257, 68, 21633]",81760,0b10011111101100000,9,0.05
"[281, 293, 82333, 81760, 65537, 28755, 35873]",81760,0b10011111101100000,9,0.05
"[41, 359, 14719, 14320, 3, 2, 9547]",14320,0b11011111110000,9,0.04
"[43, 359, 15437, 15036, 3, 1, 20048]",15036,0b11101010111100,9,0.04
"[43, 359, 15437, 15036, 5, 4, 12029]",15036,0b11101010111100,9,0.04
"[43, 359, 15437, 15036, 17, 2, 1769]",15036,0b11101010111100,9,0.04
"[43, 359, 15437, 15036, 257, 85, 4973]",15036,0b11101010111100,9,0.04
"[43, 359, 15437, 15036, 65537, 34804, 7985]",15036,0b11101010111100,9,0.04
"[43, 383, 16469, 16044, 3, 1, 21392]",16044,0b11111010101100,9,0.04
"[43, 383, 16469, 16044, 5, 1, 3209]",16044,0b11111010101100,9,0.04
"[43, 383, 16469, 16044, 17, 13, 12269]",16044,0b11111010101100,9,0.04
"[43, 383, 16469, 16044, 257, 7, 437]",16044,0b11111010101100,9,0.04
"[43, 383, 16469, 16044, 65537, 39823, 9749]",16044,0b11111010101100,9,0.04
"[43, 389, 16727, 16296, 3, 1, 21728]",16296,0b11111110101000,9,0.04
"[47, 311, 14617, 14260, 3, 2, 9507]",14260,0b11011110110100,9,0.04
"[47, 311, 14617, 14260, 5, 1, 17112]",14260,0b11011110110100,9,0.04
"[47, 311, 14617, 14260, 17, 6, 5033]",14260,0b11011110110100,9,0.04
"[47, 311, 14617, 14260, 257, 37, 2053]",14260,0b11011110110100,9,0.04
"[47, 311, 14617, 14260, 65537, 53096, 11553]",14260,0b11011110110100,9,0.04
"[59, 239, 14101, 13804, 3, 2, 9203]",13804,0b11010111101100,9,0.04
"[59, 239, 14101, 13804, 5, 1, 2761]",13804,0b11010111101100,9,0.04
"[59, 239, 14101, 13804, 17, 1, 14616]",13804,0b11010111101100,9,0.04
"[59, 239, 14101, 13804, 257, 66, 3545]",13804,0b11010111101100,9,0.04
"[59, 239, 14101, 13804, 65537, 9728, 2049]",13804,0b11010111101100,9,0.04
"[59, 263, 15517, 15196, 3, 2, 10131]",15196,0b11101101011100,9,0.04
"[59, 263, 15517, 15196, 5, 4, 12157]",15196,0b11101101011100,9,0.04
"[59, 263, 15517, 15196, 17, 9, 8045]",15196,0b11101101011100,9,0.04
"[59, 263, 15517, 15196, 257, 109, 6445]",15196,0b11101101011100,9,0.04
"[59, 263, 15517, 15196, 65537, 56864, 13185]",15196,0b11101101011100,9,0.04
"[59, 281, 16579, 16240, 3, 2, 10827]",16240,0b11111101110000,9,0.04
"[67, 239, 16013, 15708, 3, 1, 20944]",15708,0b11110101011100,9,0.04
"[67, 239, 16013, 15708, 5, 3, 9425]",15708,0b11110101011100,9,0.04
"[67, 239, 16013, 15708, 17, 1, 16632]",15708,0b11110101011100,9,0.04
"[67, 239, 16013, 15708, 257, 58, 3545]",15708,0b11110101011100,9,0.04
"[67, 239, 16013, 15708, 65537, 64156, 15377]",15708,0b11110101011100,9,0.04
"[71, 191, 13561, 13300, 3, 2, 8867]",13300,0b11001111110100,9,0.04
"[71, 191, 13561, 13300, 5, 1, 15960]",13300,0b11001111110100,9,0.04
"[71, 191, 13561, 13300, 17, 14, 10953]",13300,0b11001111110100,9,0.04
"[71, 191, 13561, 13300, 257, 253, 13093]",13300,0b11001111110100,9,0.04
"[71, 191, 13561, 13300, 65537, 28447, 5773]",13300,0b11001111110100,9,0.04
"[71, 227, 16117, 15820, 3, 2, 10547]",15820,0b11110111001100,9,0.04
"[71, 227, 16117, 15820, 5, 1, 18984]",15820,0b11110111001100,9,0.04
"[71, 227, 16117, 15820, 17, 5, 4653]",15820,0b11110111001100,9,0.04
"[71, 227, 16117, 15820, 257, 124, 7633]",15820,0b11110111001100,9,0.04
"[71, 227, 16117, 15820, 65537, 59294, 14313]",15820,0b11110111001100,9,0.04
"[71, 233, 16543, 16240, 3, 2, 10827]",16240,0b11111101110000,9,0.04
"[71, 461, 32731, 32200, 5, 1, 38640]",32200,0b111110111001000,9,0.04
"[71, 461, 32731, 32200, 17, 8, 15153]",32200,0b111110111001000,9,0.04
"[71, 461, 32731, 32200, 257, 233, 29193]",32200,0b111110111001000,9,0.04
"[71, 461, 32731, 32200, 65537, 16024, 7873]",32200,0b111110111001000,9,0.04
"[79, 197, 15563, 15288, 3, 1, 20384]",15288,0b11101110111000,9,0.04
"[83, 191, 15853, 15580, 3, 2, 10387]",15580,0b11110011011100,9,0.04
"[83, 191, 15853, 15580, 5, 1, 18696]",15580,0b11110011011100,9,0.04
"[83, 191, 15853, 15580, 17, 2, 1833]",15580,0b11110011011100,9,0.04
"[83, 191, 15853, 15580, 257, 53, 3213]",15580,0b11110011011100,9,0.04
"[83, 191, 15853, 15580, 65537, 3504, 833]",15580,0b11110011011100,9,0.04
"[89, 347, 30883, 30448, 5, 3, 18269]",30448,0b111011011110000,9,0.04
