"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage 
"[5, 17, 85, 64, 56963, 38272, 43]",85,64,56963,7.14
"[5, 17, 85, 64, 56983, 34724, 39]",85,64,56983,7.14
"[5, 17, 85, 64, 56989, 47194, 53]",85,64,56989,26.19
"[5, 17, 85, 64, 56993, 29387, 33]",85,64,56993,97.62
"[5, 17, 85, 64, 56999, 20484, 23]",85,64,56999,7.14
"[5, 17, 85, 64, 57037, 4456, 5]",85,64,57037,26.19
"[5, 17, 85, 64, 57041, 43672, 49]",85,64,57041,97.62
"[5, 17, 85, 64, 57047, 34763, 39]",85,64,57047,7.14
"[5, 17, 85, 64, 57059, 9807, 11]",85,64,57059,7.14
"[5, 17, 85, 64, 57073, 15160, 17]",85,64,57073,97.62
"[5, 17, 85, 64, 57077, 25863, 29]",85,64,57077,26.19
"[5, 17, 85, 64, 57089, 892, 1]",85,64,57089,97.62
"[5, 17, 85, 64, 57097, 50852, 57]",85,64,57097,50.0
"[5, 17, 85, 64, 57107, 24092, 27]",85,64,57107,7.14
"[5, 17, 85, 64, 57119, 27667, 31]",85,64,57119,7.14
"[5, 17, 85, 64, 57131, 2678, 3]",85,64,57131,7.14
"[5, 17, 85, 64, 57139, 52675, 59]",85,64,57139,7.14
"[5, 17, 85, 64, 57143, 6250, 7]",85,64,57143,7.14
"[5, 17, 85, 64, 57149, 18752, 21]",85,64,57149,26.19
"[5, 17, 85, 64, 57163, 31261, 35]",85,64,57163,7.14
"[5, 17, 85, 64, 57173, 54493, 61]",85,64,57173,26.19
"[5, 17, 85, 64, 57179, 16975, 19]",85,64,57179,7.14
"[5, 17, 85, 64, 57191, 20553, 23]",85,64,57191,7.14
"[5, 17, 85, 64, 57193, 22341, 25]",85,64,57193,50.0
"[5, 17, 85, 64, 57203, 52734, 59]",85,64,57203,7.14
"[5, 17, 85, 64, 57221, 11623, 13]",85,64,57221,26.19
"[5, 17, 85, 64, 57223, 49176, 55]",85,64,57223,7.14
"[5, 17, 85, 64, 57241, 36670, 41]",85,64,57241,50.0
"[5, 17, 85, 64, 57251, 9840, 11]",85,64,57251,7.14
"[5, 17, 85, 64, 57259, 2684, 3]",85,64,57259,7.14
"[5, 17, 85, 64, 57269, 25950, 29]",85,64,57269,26.19
"[5, 17, 85, 64, 57271, 6264, 7]",85,64,57271,7.14
"[5, 17, 85, 64, 57283, 38487, 43]",85,64,57283,7.14
"[5, 17, 85, 64, 57287, 49231, 55]",85,64,57287,7.14
"[5, 17, 85, 64, 57301, 54615, 61]",85,64,57301,26.19
"[5, 17, 85, 64, 57329, 15228, 17]",85,64,57329,97.62
"[5, 17, 85, 64, 57331, 52852, 59]",85,64,57331,7.14
"[5, 17, 85, 64, 57347, 38530, 43]",85,64,57347,7.14
"[5, 17, 85, 64, 57349, 11649, 13]",85,64,57349,26.19
"[5, 17, 85, 64, 57367, 34958, 39]",85,64,57367,7.14
"[5, 17, 85, 64, 57373, 47512, 53]",85,64,57373,26.19
"[5, 17, 85, 64, 57383, 20622, 23]",85,64,57383,7.14
"[5, 17, 85, 64, 57389, 33178, 37]",85,64,57389,26.19
"[5, 17, 85, 64, 57397, 26008, 29]",85,64,57397,26.19
"[5, 17, 85, 64, 57413, 11662, 13]",85,64,57413,26.19
"[5, 17, 85, 64, 57427, 24227, 27]",85,64,57427,7.14
"[5, 17, 85, 64, 57457, 15262, 17]",85,64,57457,97.62
"[5, 17, 85, 64, 57467, 45794, 51]",85,64,57467,7.14
"[5, 17, 85, 64, 57487, 42217, 47]",85,64,57487,7.14
"[5, 17, 85, 64, 57493, 54798, 61]",85,64,57493,26.19
"[5, 17, 85, 64, 57503, 27853, 31]",85,64,57503,7.14
"[5, 17, 85, 64, 57527, 6292, 7]",85,64,57527,7.14
"[5, 17, 85, 64, 57529, 8090, 9]",85,64,57529,50.0
"[5, 17, 85, 64, 57557, 54859, 61]",85,64,57557,26.19
"[5, 17, 85, 64, 57559, 35075, 39]",85,64,57559,7.14
"[5, 17, 85, 64, 57571, 9895, 11]",85,64,57571,7.14
"[5, 17, 85, 64, 57587, 53088, 59]",85,64,57587,7.14
"[5, 17, 85, 64, 57593, 8099, 9]",85,64,57593,50.0
"[5, 17, 85, 64, 57601, 900, 1]",85,64,57601,97.62
"[5, 17, 85, 64, 57637, 40526, 45]",85,64,57637,26.19
"[5, 17, 85, 64, 57641, 22516, 25]",85,64,57641,50.0
"[5, 17, 85, 64, 57649, 15313, 17]",85,64,57649,97.62
"[5, 17, 85, 64, 57653, 26124, 29]",85,64,57653,26.19
"[5, 17, 85, 64, 57667, 38745, 43]",85,64,57667,7.14
"[5, 17, 85, 64, 57679, 42358, 47]",85,64,57679,7.14
"[5, 17, 85, 64, 57689, 36957, 41]",85,64,57689,50.0
"[5, 17, 85, 64, 57697, 29750, 33]",85,64,57697,97.62
"[5, 17, 85, 64, 57709, 33363, 37]",85,64,57709,26.19
"[5, 17, 85, 64, 57713, 15330, 17]",85,64,57713,97.62
"[5, 17, 85, 64, 57719, 6313, 7]",85,64,57719,7.14
"[5, 17, 85, 64, 57727, 56825, 63]",85,64,57727,7.14
"[5, 17, 85, 64, 57731, 38788, 43]",85,64,57731,7.14
"[5, 17, 85, 64, 57737, 51422, 57]",85,64,57737,50.0
"[5, 17, 85, 64, 57751, 35192, 39]",85,64,57751,7.14
"[5, 17, 85, 64, 57773, 33400, 37]",85,64,57773,26.19
"[5, 17, 85, 64, 57781, 26182, 29]",85,64,57781,26.19
"[5, 17, 85, 64, 57787, 46049, 51]",85,64,57787,7.14
"[5, 17, 85, 64, 57791, 56888, 63]",85,64,57791,7.14
"[5, 17, 85, 64, 57793, 903, 1]",85,64,57793,97.62
"[5, 17, 85, 64, 57803, 31611, 35]",85,64,57803,7.14
"[5, 17, 85, 64, 57809, 44260, 49]",85,64,57809,97.62
"[5, 17, 85, 64, 57829, 40661, 45]",85,64,57829,26.19
"[5, 17, 85, 64, 57839, 13556, 15]",85,64,57839,7.14
"[5, 17, 85, 64, 57847, 6327, 7]",85,64,57847,7.14
"[5, 17, 85, 64, 57853, 18983, 21]",85,64,57853,26.19
"[5, 17, 85, 64, 57859, 38874, 43]",85,64,57859,7.14
"[5, 17, 85, 64, 57881, 37080, 41]",85,64,57881,50.0
"[5, 17, 85, 64, 57899, 2714, 3]",85,64,57899,7.14
"[5, 17, 85, 64, 57901, 33474, 37]",85,64,57901,26.19
"[5, 17, 85, 64, 57917, 19004, 21]",85,64,57917,26.19
"[5, 17, 85, 64, 57923, 38917, 43]",85,64,57923,7.14
"[5, 17, 85, 64, 57943, 35309, 39]",85,64,57943,7.14
"[5, 17, 85, 64, 57947, 17203, 19]",85,64,57947,7.14
"[5, 17, 85, 64, 57973, 26269, 29]",85,64,57973,26.19
"[5, 17, 85, 64, 57977, 8153, 9]",85,64,57977,50.0
"[5, 17, 85, 64, 57991, 49836, 55]",85,64,57991,7.14
"[5, 17, 85, 64, 58013, 48042, 53]",85,64,58013,26.19
"[5, 17, 85, 64, 58027, 2720, 3]",85,64,58027,7.14
"[5, 17, 85, 64, 58031, 13601, 15]",85,64,58031,7.14
"[5, 17, 85, 64, 58043, 46253, 51]",85,64,58043,7.14
"[5, 17, 85, 64, 58049, 907, 1]",85,64,58049,97.62
"[5, 17, 85, 64, 58057, 51707, 57]",85,64,58057,50.0
"[5, 17, 85, 64, 58061, 4536, 5]",85,64,58061,26.19
"[5, 17, 85, 64, 58067, 24497, 27]",85,64,58067,7.14
"[5, 17, 85, 64, 58073, 37203, 41]",85,64,58073,50.0
"[5, 17, 85, 64, 58099, 53560, 59]",85,64,58099,7.14
"[5, 17, 85, 64, 58109, 19067, 21]",85,64,58109,26.19
"[5, 17, 85, 64, 58111, 57203, 63]",85,64,58111,7.14
"[5, 17, 85, 64, 58129, 44505, 49]",85,64,58129,97.62
"[5, 17, 85, 64, 58147, 9994, 11]",85,64,58147,7.14
"[5, 17, 85, 64, 58151, 20898, 23]",85,64,58151,7.14
"[5, 17, 85, 64, 58153, 22716, 25]",85,64,58153,50.0
"[5, 17, 85, 64, 58169, 8180, 9]",85,64,58169,50.0
"[5, 17, 85, 64, 58171, 46355, 51]",85,64,58171,7.14
"[5, 17, 85, 64, 58189, 4546, 5]",85,64,58189,26.19
"[5, 17, 85, 64, 58193, 44554, 49]",85,64,58193,97.62
"[5, 17, 85, 64, 58199, 35465, 39]",85,64,58199,7.14
"[5, 17, 85, 64, 58207, 28194, 31]",85,64,58207,7.14
"[5, 17, 85, 64, 58211, 10005, 11]",85,64,58211,7.14
"[5, 17, 85, 64, 58217, 22741, 25]",85,64,58217,50.0
"[5, 17, 85, 64, 58229, 26385, 29]",85,64,58229,26.19
"[5, 17, 85, 64, 58231, 6369, 7]",85,64,58231,7.14
"[5, 17, 85, 64, 58237, 19109, 21]",85,64,58237,26.19
"[5, 17, 85, 64, 58243, 39132, 43]",85,64,58243,7.14
"[5, 17, 85, 64, 58271, 28225, 31]",85,64,58271,7.14
"[5, 17, 85, 64, 58309, 11844, 13]",85,64,58309,26.19
"[5, 17, 85, 64, 58313, 51935, 57]",85,64,58313,50.0
"[5, 17, 85, 64, 58321, 44652, 49]",85,64,58321,97.62
"[5, 17, 85, 64, 58337, 30080, 33]",85,64,58337,97.62
"[5, 17, 85, 64, 58363, 46508, 51]",85,64,58363,7.14
"[5, 17, 85, 64, 58367, 57455, 63]",85,64,58367,7.14
"[5, 17, 85, 64, 58369, 912, 1]",85,64,58369,97.62
"[5, 17, 85, 64, 58379, 31926, 35]",85,64,58379,7.14
"[5, 17, 85, 64, 58391, 35582, 39]",85,64,58391,7.14
"[5, 17, 85, 64, 58393, 37408, 41]",85,64,58393,50.0
"[5, 17, 85, 64, 58403, 10038, 11]",85,64,58403,7.14
"[5, 17, 85, 64, 58411, 2738, 3]",85,64,58411,7.14
"[5, 17, 85, 64, 58417, 15517, 17]",85,64,58417,97.62
"[5, 17, 85, 64, 58427, 46559, 51]",85,64,58427,7.14
"[5, 17, 85, 64, 58439, 50221, 55]",85,64,58439,7.14
"[5, 17, 85, 64, 58441, 52049, 57]",85,64,58441,50.0
"[5, 17, 85, 64, 58451, 24659, 27]",85,64,58451,7.14
"[5, 17, 85, 64, 58453, 55713, 61]",85,64,58453,26.19
"[5, 17, 85, 64, 58477, 33807, 37]",85,64,58477,26.19
"[5, 17, 85, 64, 58481, 15534, 17]",85,64,58481,97.62
"[5, 17, 85, 64, 58511, 42969, 47]",85,64,58511,7.14
"[5, 17, 85, 64, 58537, 22866, 25]",85,64,58537,50.0
"[5, 17, 85, 64, 58543, 13721, 15]",85,64,58543,7.14
"[5, 17, 85, 64, 58549, 26530, 29]",85,64,58549,26.19
"[5, 17, 85, 64, 58567, 50331, 55]",85,64,58567,7.14
"[5, 17, 85, 64, 58573, 4576, 5]",85,64,58573,26.19
"[5, 17, 85, 64, 58579, 24713, 27]",85,64,58579,7.14
"[5, 17, 85, 64, 58601, 22891, 25]",85,64,58601,50.0
"[5, 17, 85, 64, 58603, 2747, 3]",85,64,58603,7.14
"[5, 17, 85, 64, 58613, 26559, 29]",85,64,58613,26.19
"[5, 17, 85, 64, 58631, 50386, 55]",85,64,58631,7.14
"[5, 17, 85, 64, 58657, 30245, 33]",85,64,58657,97.62
"[5, 17, 85, 64, 58661, 41246, 45]",85,64,58661,26.19
"[5, 17, 85, 64, 58679, 6418, 7]",85,64,58679,7.14
"[5, 17, 85, 64, 58687, 57770, 63]",85,64,58687,7.14
"[5, 17, 85, 64, 58693, 11922, 13]",85,64,58693,26.19
"[5, 17, 85, 64, 58699, 32101, 35]",85,64,58699,7.14
"[5, 17, 85, 64, 58711, 35777, 39]",85,64,58711,7.14
"[5, 17, 85, 64, 58727, 21105, 23]",85,64,58727,7.14
"[5, 17, 85, 64, 58733, 33955, 37]",85,64,58733,26.19
"[5, 17, 85, 64, 58741, 26617, 29]",85,64,58741,26.19
"[5, 17, 85, 64, 58757, 11935, 13]",85,64,58757,26.19
"[5, 17, 85, 64, 58763, 32136, 35]",85,64,58763,7.14
"[5, 17, 85, 64, 58771, 24794, 27]",85,64,58771,7.14
"[5, 17, 85, 64, 58787, 10104, 11]",85,64,58787,7.14
"[5, 17, 85, 64, 58789, 41336, 45]",85,64,58789,26.19
"[5, 17, 85, 64, 58831, 43204, 47]",85,64,58831,7.14
"[5, 17, 85, 64, 58889, 52448, 57]",85,64,58889,50.0
"[5, 17, 85, 64, 58897, 45093, 49]",85,64,58897,97.62
"[5, 17, 85, 64, 58901, 56140, 61]",85,64,58901,26.19
"[5, 17, 85, 64, 58907, 17488, 19]",85,64,58907,7.14
"[5, 17, 85, 64, 58909, 48784, 53]",85,64,58909,26.19
"[5, 17, 85, 64, 58913, 30377, 33]",85,64,58913,97.62
"[5, 17, 85, 64, 58921, 23016, 25]",85,64,58921,50.0
"[5, 17, 85, 64, 58937, 8288, 9]",85,64,58937,50.0
"[5, 17, 85, 64, 58943, 58022, 63]",85,64,58943,7.14
"[5, 17, 85, 64, 58963, 24875, 27]",85,64,58963,7.14
"[5, 17, 85, 64, 58967, 35933, 39]",85,64,58967,7.14
"[5, 17, 85, 64, 58979, 10137, 11]",85,64,58979,7.14
"[5, 17, 85, 64, 58991, 13826, 15]",85,64,58991,7.14
"[5, 17, 85, 64, 58997, 26733, 29]",85,64,58997,26.19
"[5, 17, 85, 64, 59009, 922, 1]",85,64,59009,97.62
"[5, 17, 85, 64, 59011, 39648, 43]",85,64,59011,7.14
"[5, 17, 85, 64, 59021, 4611, 5]",85,64,59021,26.19
"[5, 17, 85, 64, 59023, 43345, 47]",85,64,59023,7.14
"[5, 17, 85, 64, 59029, 56262, 61]",85,64,59029,26.19
"[5, 17, 85, 64, 59051, 2768, 3]",85,64,59051,7.14
"[5, 17, 85, 64, 59053, 34140, 37]",85,64,59053,26.19
"[5, 17, 85, 64, 59063, 6460, 7]",85,64,59063,7.14
"[5, 17, 85, 64, 59069, 19382, 21]",85,64,59069,26.19
"[5, 17, 85, 64, 59077, 12000, 13]",85,64,59077,26.19
"[5, 17, 85, 64, 59083, 32311, 35]",85,64,59083,7.14
"[5, 17, 85, 64, 59093, 56323, 61]",85,64,59093,26.19
"[5, 17, 85, 64, 59107, 10159, 11]",85,64,59107,7.14
"[5, 17, 85, 64, 59113, 23091, 25]",85,64,59113,50.0
"[5, 17, 85, 64, 59119, 13856, 15]",85,64,59119,7.14
"[5, 17, 85, 64, 59123, 54504, 59]",85,64,59123,7.14
"[5, 17, 85, 64, 59141, 12013, 13]",85,64,59141,26.19
"[5, 17, 85, 64, 59149, 4621, 5]",85,64,59149,26.19
"[5, 17, 85, 64, 59159, 36050, 39]",85,64,59159,7.14
"[5, 17, 85, 64, 59167, 28659, 31]",85,64,59167,7.14
"[5, 17, 85, 64, 59183, 13871, 15]",85,64,59183,7.14
"[5, 17, 85, 64, 59197, 19424, 21]",85,64,59197,26.19
"[5, 17, 85, 64, 59207, 50881, 55]",85,64,59207,7.14
"[5, 17, 85, 64, 59209, 52733, 57]",85,64,59209,50.0
"[5, 17, 85, 64, 59219, 24983, 27]",85,64,59219,7.14
"[5, 17, 85, 64, 59221, 56445, 61]",85,64,59221,26.19
"[5, 17, 85, 64, 59233, 30542, 33]",85,64,59233,97.62
"[5, 17, 85, 64, 59239, 21289, 23]",85,64,59239,7.14
"[5, 17, 85, 64, 59243, 2777, 3]",85,64,59243,7.14
"[5, 17, 85, 64, 59263, 58337, 63]",85,64,59263,7.14
"[5, 17, 85, 64, 59273, 52790, 57]",85,64,59273,50.0
"[5, 17, 85, 64, 59281, 45387, 49]",85,64,59281,97.62
"[5, 17, 85, 64, 59333, 12052, 13]",85,64,59333,26.19
"[5, 17, 85, 64, 59341, 4636, 5]",85,64,59341,26.19
"[5, 17, 85, 64, 59351, 36167, 39]",85,64,59351,7.14
"[5, 17, 85, 64, 59357, 49155, 53]",85,64,59357,26.19
"[5, 17, 85, 64, 59359, 28752, 31]",85,64,59359,7.14
"[5, 17, 85, 64, 59369, 23191, 25]",85,64,59369,50.0
"[5, 17, 85, 64, 59377, 15772, 17]",85,64,59377,97.62
"[5, 17, 85, 64, 59387, 47324, 51]",85,64,59387,7.14
"[5, 17, 85, 64, 59393, 928, 1]",85,64,59393,97.62
"[5, 17, 85, 64, 59399, 51046, 55]",85,64,59399,7.14
"[5, 17, 85, 64, 59407, 43627, 47]",85,64,59407,7.14
"[5, 17, 85, 64, 59417, 38064, 41]",85,64,59417,50.0
"[5, 17, 85, 64, 59419, 17640, 19]",85,64,59419,7.14
"[5, 17, 85, 64, 59441, 15789, 17]",85,64,59441,97.62
"[5, 17, 85, 64, 59443, 54799, 59]",85,64,59443,7.14
"[5, 17, 85, 64, 59447, 6502, 7]",85,64,59447,7.14
"[5, 17, 85, 64, 59453, 19508, 21]",85,64,59453,26.19
"[5, 17, 85, 64, 59467, 32521, 35]",85,64,59467,7.14
"[5, 17, 85, 64, 59471, 43674, 47]",85,64,59471,7.14
"[5, 17, 85, 64, 59473, 45534, 49]",85,64,59473,97.62
"[5, 17, 85, 64, 59497, 23241, 25]",85,64,59497,50.0
"[5, 17, 85, 64, 59509, 26965, 29]",85,64,59509,26.19
"[5, 17, 85, 64, 59513, 8369, 9]",85,64,59513,50.0
"[5, 17, 85, 64, 59539, 25118, 27]",85,64,59539,7.14
"[5, 17, 85, 64, 59557, 41876, 45]",85,64,59557,26.19
"[5, 17, 85, 64, 59561, 23266, 25]",85,64,59561,50.0
"[5, 17, 85, 64, 59567, 13961, 15]",85,64,59567,7.14
"[5, 17, 85, 64, 59581, 19550, 21]",85,64,59581,26.19
"[5, 17, 85, 64, 59611, 17697, 19]",85,64,59611,7.14
"[5, 17, 85, 64, 59617, 30740, 33]",85,64,59617,97.62
"[5, 17, 85, 64, 59621, 41921, 45]",85,64,59621,26.19
"[5, 17, 85, 64, 59627, 2795, 3]",85,64,59627,7.14
"[5, 17, 85, 64, 59629, 34473, 37]",85,64,59629,26.19
"[5, 17, 85, 64, 59651, 40078, 43]",85,64,59651,7.14
"[5, 17, 85, 64, 59659, 32626, 35]",85,64,59659,7.14
"[5, 17, 85, 64, 59663, 43815, 47]",85,64,59663,7.14
"[5, 17, 85, 64, 59669, 56872, 61]",85,64,59669,26.19
"[5, 17, 85, 64, 59671, 36362, 39]",85,64,59671,7.14
"[5, 17, 85, 64, 59693, 34510, 37]",85,64,59693,26.19
"[5, 17, 85, 64, 59699, 55035, 59]",85,64,59699,7.14
"[5, 17, 85, 64, 59707, 47579, 51]",85,64,59707,7.14
"[5, 17, 85, 64, 59723, 32661, 35]",85,64,59723,7.14
"[5, 17, 85, 64, 59729, 45730, 49]",85,64,59729,97.62
"[5, 17, 85, 64, 59743, 28938, 31]",85,64,59743,7.14
"[5, 17, 85, 64, 59747, 10269, 11]",85,64,59747,7.14
"[5, 17, 85, 64, 59753, 23341, 25]",85,64,59753,50.0
"[5, 17, 85, 64, 59771, 47630, 51]",85,64,59771,7.14
"[5, 17, 85, 64, 59779, 40164, 43]",85,64,59779,7.14
"[5, 17, 85, 64, 59791, 43909, 47]",85,64,59791,7.14
"[5, 17, 85, 64, 59797, 56994, 61]",85,64,59797,26.19
"[5, 17, 85, 64, 59809, 30839, 33]",85,64,59809,97.62
"[5, 17, 85, 64, 59833, 8414, 9]",85,64,59833,50.0
"[5, 17, 85, 64, 59863, 36479, 39]",85,64,59863,7.14
"[5, 17, 85, 64, 59879, 21519, 23]",85,64,59879,7.14
"[5, 17, 85, 64, 59887, 14036, 15]",85,64,59887,7.14
"[5, 17, 85, 64, 59921, 45877, 49]",85,64,59921,97.62
"[5, 17, 85, 64, 59929, 38392, 41]",85,64,59929,50.0
"[5, 17, 85, 64, 59951, 14051, 15]",85,64,59951,7.14
"[5, 17, 85, 64, 59957, 27168, 29]",85,64,59957,26.19
"[5, 17, 85, 64, 59971, 40293, 43]",85,64,59971,7.14
"[5, 17, 85, 64, 59981, 4686, 5]",85,64,59981,26.19
"[5, 17, 85, 64, 59999, 29062, 31]",85,64,59999,7.14
"[5, 17, 85, 64, 60013, 34695, 37]",85,64,60013,26.19
"[5, 17, 85, 64, 60017, 15942, 17]",85,64,60017,97.62
"[5, 17, 85, 64, 60029, 19697, 21]",85,64,60029,26.19
"[5, 17, 85, 64, 60037, 12195, 13]",85,64,60037,26.19
"[5, 17, 85, 64, 60041, 53474, 57]",85,64,60041,50.0
"[5, 17, 85, 64, 60077, 34732, 37]",85,64,60077,26.19
"[5, 17, 85, 64, 60083, 55389, 59]",85,64,60083,7.14
"[5, 17, 85, 64, 60089, 8450, 9]",85,64,60089,50.0
"[5, 17, 85, 64, 60091, 47885, 51]",85,64,60091,7.14
"[5, 17, 85, 64, 60101, 12208, 13]",85,64,60101,26.19
"[5, 17, 85, 64, 60103, 51651, 55]",85,64,60103,7.14
"[5, 17, 85, 64, 60107, 32871, 35]",85,64,60107,7.14
"[5, 17, 85, 64, 60127, 29124, 31]",85,64,60127,7.14
"[5, 17, 85, 64, 60133, 42281, 45]",85,64,60133,26.19
"[5, 17, 85, 64, 60139, 2819, 3]",85,64,60139,7.14
"[5, 17, 85, 64, 60149, 27255, 29]",85,64,60149,26.19
"[5, 17, 85, 64, 60161, 940, 1]",85,64,60161,97.62
"[5, 17, 85, 64, 60167, 51706, 55]",85,64,60167,7.14
"[5, 17, 85, 64, 60169, 53588, 57]",85,64,60169,50.0
"[5, 17, 85, 64, 60209, 15993, 17]",85,64,60209,97.62
"[5, 17, 85, 64, 60217, 8468, 9]",85,64,60217,50.0
"[5, 17, 85, 64, 60223, 59282, 63]",85,64,60223,7.14
"[5, 17, 85, 64, 60251, 17887, 19]",85,64,60251,7.14
"[5, 17, 85, 64, 60257, 31070, 33]",85,64,60257,97.62
"[5, 17, 85, 64, 60259, 10357, 11]",85,64,60259,7.14
"[5, 17, 85, 64, 60271, 14126, 15]",85,64,60271,7.14
"[5, 17, 85, 64, 60289, 942, 1]",85,64,60289,97.62
"[5, 17, 85, 64, 60293, 12247, 13]",85,64,60293,26.19
"[5, 17, 85, 64, 60317, 49950, 53]",85,64,60317,26.19
"[5, 17, 85, 64, 60331, 2828, 3]",85,64,60331,7.14
"[5, 17, 85, 64, 60337, 16027, 17]",85,64,60337,97.62
"[5, 17, 85, 64, 60343, 6600, 7]",85,64,60343,7.14
"[5, 17, 85, 64, 60353, 943, 1]",85,64,60353,97.62
"[5, 17, 85, 64, 60373, 57543, 61]",85,64,60373,26.19
"[5, 17, 85, 64, 60383, 29248, 31]",85,64,60383,7.14
"[5, 17, 85, 64, 60397, 34917, 37]",85,64,60397,26.19
"[5, 17, 85, 64, 60413, 19823, 21]",85,64,60413,26.19
"[5, 17, 85, 64, 60427, 33046, 35]",85,64,60427,7.14
"[5, 17, 85, 64, 60443, 17944, 19]",85,64,60443,7.14
"[5, 17, 85, 64, 60449, 31169, 33]",85,64,60449,97.62
"[5, 17, 85, 64, 60457, 23616, 25]",85,64,60457,50.0
"[5, 17, 85, 64, 60493, 4726, 5]",85,64,60493,26.19
"[5, 17, 85, 64, 60497, 46318, 49]",85,64,60497,97.62
"[5, 17, 85, 64, 60509, 50109, 53]",85,64,60509,26.19
"[5, 17, 85, 64, 60521, 23641, 25]",85,64,60521,50.0
"[5, 17, 85, 64, 60527, 14186, 15]",85,64,60527,7.14
"[5, 17, 85, 64, 60539, 48242, 51]",85,64,60539,7.14
"[5, 17, 85, 64, 60589, 35028, 37]",85,64,60589,26.19
"[5, 17, 85, 64, 60601, 8522, 9]",85,64,60601,50.0
"[5, 17, 85, 64, 60607, 59660, 63]",85,64,60607,7.14
"[5, 17, 85, 64, 60611, 40723, 43]",85,64,60611,7.14
"[5, 17, 85, 64, 60617, 53987, 57]",85,64,60617,50.0
"[5, 17, 85, 64, 60623, 44520, 47]",85,64,60623,7.14
"[5, 17, 85, 64, 60631, 36947, 39]",85,64,60631,7.14
"[5, 17, 85, 64, 60637, 50215, 53]",85,64,60637,26.19
"[5, 17, 85, 64, 60647, 21795, 23]",85,64,60647,7.14
"[5, 17, 85, 64, 60649, 23691, 25]",85,64,60649,50.0
"[5, 17, 85, 64, 60659, 55920, 59]",85,64,60659,7.14
"[5, 17, 85, 64, 60661, 27487, 29]",85,64,60661,26.19
"[5, 17, 85, 64, 60679, 52146, 55]",85,64,60679,7.14
"[5, 17, 85, 64, 60689, 46465, 49]",85,64,60689,97.62
"[5, 17, 85, 64, 60703, 29403, 31]",85,64,60703,7.14
"[5, 17, 85, 64, 60719, 14231, 15]",85,64,60719,7.14
"[5, 17, 85, 64, 60727, 6642, 7]",85,64,60727,7.14
"[5, 17, 85, 64, 60733, 19928, 21]",85,64,60733,26.19
"[5, 17, 85, 64, 60737, 949, 1]",85,64,60737,97.62
"[5, 17, 85, 64, 60757, 57909, 61]",85,64,60757,26.19
"[5, 17, 85, 64, 60761, 38925, 41]",85,64,60761,50.0
"[5, 17, 85, 64, 60763, 18039, 19]",85,64,60763,7.14
"[5, 17, 85, 64, 60773, 42731, 45]",85,64,60773,26.19
"[5, 17, 85, 64, 60779, 2849, 3]",85,64,60779,7.14
"[5, 17, 85, 64, 60793, 8549, 9]",85,64,60793,50.0
"[5, 17, 85, 64, 60811, 33256, 35]",85,64,60811,7.14
"[5, 17, 85, 64, 60821, 57970, 61]",85,64,60821,26.19
"[5, 17, 85, 64, 60859, 48497, 51]",85,64,60859,7.14
"[5, 17, 85, 64, 60869, 12364, 13]",85,64,60869,26.19
"[5, 17, 85, 64, 60887, 37103, 39]",85,64,60887,7.14
"[5, 17, 85, 64, 60889, 39007, 41]",85,64,60889,50.0
"[5, 17, 85, 64, 60899, 10467, 11]",85,64,60899,7.14
"[5, 17, 85, 64, 60901, 42821, 45]",85,64,60901,26.19
"[5, 17, 85, 64, 60913, 16180, 17]",85,64,60913,97.62
"[5, 17, 85, 64, 60917, 27603, 29]",85,64,60917,26.19
"[5, 17, 85, 64, 60919, 6663, 7]",85,64,60919,7.14
"[5, 17, 85, 64, 60923, 48548, 51]",85,64,60923,7.14
"[5, 17, 85, 64, 60937, 54272, 57]",85,64,60937,50.0
"[5, 17, 85, 64, 60943, 44755, 47]",85,64,60943,7.14
"[5, 17, 85, 64, 60953, 39048, 41]",85,64,60953,50.0
"[5, 17, 85, 64, 60961, 31433, 33]",85,64,60961,97.62
"[5, 17, 85, 64, 61001, 54329, 57]",85,64,61001,50.0
"[5, 17, 85, 64, 61007, 44802, 47]",85,64,61007,7.14
"[5, 17, 85, 64, 61027, 10489, 11]",85,64,61027,7.14
"[5, 17, 85, 64, 61031, 21933, 23]",85,64,61031,7.14
"[5, 17, 85, 64, 61043, 56274, 59]",85,64,61043,7.14
"[5, 17, 85, 64, 61051, 48650, 51]",85,64,61051,7.14
"[5, 17, 85, 64, 61057, 954, 1]",85,64,61057,97.62
"[5, 17, 85, 64, 61091, 10500, 11]",85,64,61091,7.14
"[5, 17, 85, 64, 61099, 2864, 3]",85,64,61099,7.14
"[5, 17, 85, 64, 61121, 955, 1]",85,64,61121,97.62
"[5, 17, 85, 64, 61129, 54443, 57]",85,64,61129,50.0
"[5, 17, 85, 64, 61141, 58275, 61]",85,64,61141,26.19
"[5, 17, 85, 64, 61151, 29620, 31]",85,64,61151,7.14
"[5, 17, 85, 64, 61153, 31532, 33]",85,64,61153,97.62
"[5, 17, 85, 64, 61169, 16248, 17]",85,64,61169,97.62
"[5, 17, 85, 64, 61211, 18172, 19]",85,64,61211,7.14
"[5, 17, 85, 64, 61223, 22002, 23]",85,64,61223,7.14
"[5, 17, 85, 64, 61231, 14351, 15]",85,64,61231,7.14
"[5, 17, 85, 64, 61253, 12442, 13]",85,64,61253,26.19
"[5, 17, 85, 64, 61261, 4786, 5]",85,64,61261,26.19
