"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage 
"[5, 17, 85, 64, 52813, 4126, 5]",85,64,52813,26.19
"[5, 17, 85, 64, 52817, 40438, 49]",85,64,52817,97.62
"[5, 17, 85, 64, 52837, 37151, 45]",85,64,52837,26.19
"[5, 17, 85, 64, 52859, 42122, 51]",85,64,52859,7.14
"[5, 17, 85, 64, 52861, 17345, 21]",85,64,52861,26.19
"[5, 17, 85, 64, 52879, 38833, 47]",85,64,52879,7.14
"[5, 17, 85, 64, 52883, 22310, 27]",85,64,52883,7.14
"[5, 17, 85, 64, 52889, 33882, 41]",85,64,52889,50.0
"[5, 17, 85, 64, 52901, 37196, 45]",85,64,52901,26.19
"[5, 17, 85, 64, 52903, 19012, 23]",85,64,52903,7.14
"[5, 17, 85, 64, 52919, 5788, 7]",85,64,52919,7.14
"[5, 17, 85, 64, 52937, 47147, 57]",85,64,52937,50.0
"[5, 17, 85, 64, 52951, 32267, 39]",85,64,52951,7.14
"[5, 17, 85, 64, 52957, 43855, 53]",85,64,52957,26.19
"[5, 17, 85, 64, 52963, 9103, 11]",85,64,52963,7.14
"[5, 17, 85, 64, 52967, 19035, 23]",85,64,52967,7.14
"[5, 17, 85, 64, 52973, 30625, 37]",85,64,52973,26.19
"[5, 17, 85, 64, 52981, 24007, 29]",85,64,52981,26.19
"[5, 17, 85, 64, 52999, 45546, 55]",85,64,52999,7.14
"[5, 17, 85, 64, 53003, 28986, 35]",85,64,53003,7.14
"[5, 17, 85, 64, 53017, 33964, 41]",85,64,53017,50.0
"[5, 17, 85, 64, 53047, 5802, 7]",85,64,53047,7.14
"[5, 17, 85, 64, 53051, 42275, 51]",85,64,53051,7.14
"[5, 17, 85, 64, 53069, 4146, 5]",85,64,53069,26.19
"[5, 17, 85, 64, 53077, 50589, 61]",85,64,53077,26.19
"[5, 17, 85, 64, 53087, 25714, 31]",85,64,53087,7.14
"[5, 17, 85, 64, 53089, 27374, 33]",85,64,53089,97.62
"[5, 17, 85, 64, 53093, 37331, 45]",85,64,53093,26.19
"[5, 17, 85, 64, 53101, 30699, 37]",85,64,53101,26.19
"[5, 17, 85, 64, 53113, 7469, 9]",85,64,53113,50.0
"[5, 17, 85, 64, 53117, 17429, 21]",85,64,53117,26.19
"[5, 17, 85, 64, 53129, 47318, 57]",85,64,53129,50.0
"[5, 17, 85, 64, 53147, 15778, 19]",85,64,53147,7.14
"[5, 17, 85, 64, 53149, 44014, 53]",85,64,53149,26.19
"[5, 17, 85, 64, 53161, 20766, 25]",85,64,53161,50.0
"[5, 17, 85, 64, 53171, 49017, 59]",85,64,53171,7.14
"[5, 17, 85, 64, 53173, 24094, 29]",85,64,53173,26.19
"[5, 17, 85, 64, 53189, 10804, 13]",85,64,53189,26.19
"[5, 17, 85, 64, 53197, 4156, 5]",85,64,53197,26.19
"[5, 17, 85, 64, 53201, 40732, 49]",85,64,53201,97.62
"[5, 17, 85, 64, 53231, 12476, 15]",85,64,53231,7.14
"[5, 17, 85, 64, 53233, 14140, 17]",85,64,53233,97.62
"[5, 17, 85, 64, 53239, 5823, 7]",85,64,53239,7.14
"[5, 17, 85, 64, 53267, 22472, 27]",85,64,53267,7.14
"[5, 17, 85, 64, 53269, 50772, 61]",85,64,53269,26.19
"[5, 17, 85, 64, 53279, 25807, 31]",85,64,53279,7.14
"[5, 17, 85, 64, 53281, 27473, 33]",85,64,53281,97.62
"[5, 17, 85, 64, 53299, 49135, 59]",85,64,53299,7.14
"[5, 17, 85, 64, 53309, 17492, 21]",85,64,53309,26.19
"[5, 17, 85, 64, 53323, 29161, 35]",85,64,53323,7.14
"[5, 17, 85, 64, 53327, 39162, 47]",85,64,53327,7.14
"[5, 17, 85, 64, 53353, 20841, 25]",85,64,53353,50.0
"[5, 17, 85, 64, 53359, 12506, 15]",85,64,53359,7.14
"[5, 17, 85, 64, 53377, 834, 1]",85,64,53377,97.62
"[5, 17, 85, 64, 53381, 10843, 13]",85,64,53381,26.19
"[5, 17, 85, 64, 53401, 34210, 41]",85,64,53401,50.0
"[5, 17, 85, 64, 53407, 25869, 31]",85,64,53407,7.14
"[5, 17, 85, 64, 53411, 9180, 11]",85,64,53411,7.14
"[5, 17, 85, 64, 53419, 2504, 3]",85,64,53419,7.14
"[5, 17, 85, 64, 53437, 17534, 21]",85,64,53437,26.19
"[5, 17, 85, 64, 53441, 835, 1]",85,64,53441,97.62
"[5, 17, 85, 64, 53453, 4176, 5]",85,64,53453,26.19
"[5, 17, 85, 64, 53479, 19219, 23]",85,64,53479,7.14
"[5, 17, 85, 64, 53503, 52667, 63]",85,64,53503,7.14
"[5, 17, 85, 64, 53507, 35950, 43]",85,64,53507,7.14
"[5, 17, 85, 64, 53527, 32618, 39]",85,64,53527,7.14
"[5, 17, 85, 64, 53549, 30958, 37]",85,64,53549,26.19
"[5, 17, 85, 64, 53551, 12551, 15]",85,64,53551,7.14
"[5, 17, 85, 64, 53569, 837, 1]",85,64,53569,97.62
"[5, 17, 85, 64, 53591, 32657, 39]",85,64,53591,7.14
"[5, 17, 85, 64, 53593, 34333, 41]",85,64,53593,50.0
"[5, 17, 85, 64, 53597, 44385, 53]",85,64,53597,26.19
"[5, 17, 85, 64, 53609, 20941, 25]",85,64,53609,50.0
"[5, 17, 85, 64, 53611, 2513, 3]",85,64,53611,7.14
"[5, 17, 85, 64, 53617, 14242, 17]",85,64,53617,97.62
"[5, 17, 85, 64, 53623, 5865, 7]",85,64,53623,7.14
"[5, 17, 85, 64, 53629, 17597, 21]",85,64,53629,26.19
"[5, 17, 85, 64, 53633, 838, 1]",85,64,53633,97.62
"[5, 17, 85, 64, 53639, 46096, 55]",85,64,53639,7.14
"[5, 17, 85, 64, 53653, 51138, 61]",85,64,53653,26.19
"[5, 17, 85, 64, 53657, 34374, 41]",85,64,53657,50.0
"[5, 17, 85, 64, 53681, 14259, 17]",85,64,53681,97.62
"[5, 17, 85, 64, 53693, 17618, 21]",85,64,53693,26.19
"[5, 17, 85, 64, 53699, 36079, 43]",85,64,53699,7.14
"[5, 17, 85, 64, 53717, 51199, 61]",85,64,53717,26.19
"[5, 17, 85, 64, 53719, 32735, 39]",85,64,53719,7.14
"[5, 17, 85, 64, 53731, 9235, 11]",85,64,53731,7.14
"[5, 17, 85, 64, 53759, 52919, 63]",85,64,53759,7.14
"[5, 17, 85, 64, 53773, 4201, 5]",85,64,53773,26.19
"[5, 17, 85, 64, 53777, 41173, 49]",85,64,53777,97.62
"[5, 17, 85, 64, 53783, 32774, 39]",85,64,53783,7.14
"[5, 17, 85, 64, 53791, 26055, 31]",85,64,53791,7.14
"[5, 17, 85, 64, 53813, 24384, 29]",85,64,53813,26.19
"[5, 17, 85, 64, 53819, 42887, 51]",85,64,53819,7.14
"[5, 17, 85, 64, 53831, 46261, 55]",85,64,53831,7.14
"[5, 17, 85, 64, 53849, 34497, 41]",85,64,53849,50.0
"[5, 17, 85, 64, 53857, 27770, 33]",85,64,53857,97.62
"[5, 17, 85, 64, 53861, 37871, 45]",85,64,53861,26.19
"[5, 17, 85, 64, 53881, 7577, 9]",85,64,53881,50.0
"[5, 17, 85, 64, 53887, 53045, 63]",85,64,53887,7.14
"[5, 17, 85, 64, 53891, 36208, 43]",85,64,53891,7.14
"[5, 17, 85, 64, 53897, 48002, 57]",85,64,53897,50.0
"[5, 17, 85, 64, 53899, 29476, 35]",85,64,53899,7.14
"[5, 17, 85, 64, 53917, 44650, 53]",85,64,53917,26.19
"[5, 17, 85, 64, 53923, 9268, 11]",85,64,53923,7.14
"[5, 17, 85, 64, 53927, 19380, 23]",85,64,53927,7.14
"[5, 17, 85, 64, 53939, 49725, 59]",85,64,53939,7.14
"[5, 17, 85, 64, 53951, 53108, 63]",85,64,53951,7.14
"[5, 17, 85, 64, 53959, 46371, 55]",85,64,53959,7.14
"[5, 17, 85, 64, 53987, 9279, 11]",85,64,53987,7.14
"[5, 17, 85, 64, 53993, 21091, 25]",85,64,53993,50.0
"[5, 17, 85, 64, 54001, 14344, 17]",85,64,54001,97.62
"[5, 17, 85, 64, 54011, 43040, 51]",85,64,54011,7.14
"[5, 17, 85, 64, 54013, 17723, 21]",85,64,54013,26.19
"[5, 17, 85, 64, 54037, 51504, 61]",85,64,54037,26.19
"[5, 17, 85, 64, 54049, 27869, 33]",85,64,54049,97.62
"[5, 17, 85, 64, 54059, 2534, 3]",85,64,54059,7.14
"[5, 17, 85, 64, 54083, 36337, 43]",85,64,54083,7.14
"[5, 17, 85, 64, 54091, 29581, 35]",85,64,54091,7.14
"[5, 17, 85, 64, 54101, 51565, 61]",85,64,54101,26.19
"[5, 17, 85, 64, 54121, 21141, 25]",85,64,54121,50.0
"[5, 17, 85, 64, 54133, 24529, 29]",85,64,54133,26.19
"[5, 17, 85, 64, 54139, 43142, 51]",85,64,54139,7.14
"[5, 17, 85, 64, 54151, 46536, 55]",85,64,54151,7.14
"[5, 17, 85, 64, 54163, 22850, 27]",85,64,54163,7.14
"[5, 17, 85, 64, 54167, 33008, 39]",85,64,54167,7.14
"[5, 17, 85, 64, 54181, 38096, 45]",85,64,54181,26.19
"[5, 17, 85, 64, 54193, 14395, 17]",85,64,54193,97.62
"[5, 17, 85, 64, 54217, 48287, 57]",85,64,54217,50.0
"[5, 17, 85, 64, 54251, 2543, 3]",85,64,54251,7.14
"[5, 17, 85, 64, 54269, 17807, 21]",85,64,54269,26.19
"[5, 17, 85, 64, 54277, 11025, 13]",85,64,54277,26.19
"[5, 17, 85, 64, 54287, 39867, 47]",85,64,54287,7.14
"[5, 17, 85, 64, 54293, 51748, 61]",85,64,54293,26.19
"[5, 17, 85, 64, 54311, 19518, 23]",85,64,54311,7.14
"[5, 17, 85, 64, 54319, 12731, 15]",85,64,54319,7.14
"[5, 17, 85, 64, 54323, 50079, 59]",85,64,54323,7.14
"[5, 17, 85, 64, 54331, 43295, 51]",85,64,54331,7.14
"[5, 17, 85, 64, 54347, 29721, 35]",85,64,54347,7.14
"[5, 17, 85, 64, 54361, 34825, 41]",85,64,54361,50.0
"[5, 17, 85, 64, 54367, 26334, 31]",85,64,54367,7.14
"[5, 17, 85, 64, 54371, 9345, 11]",85,64,54371,7.14
"[5, 17, 85, 64, 54377, 21241, 25]",85,64,54377,50.0
"[5, 17, 85, 64, 54401, 850, 1]",85,64,54401,97.62
"[5, 17, 85, 64, 54403, 36552, 43]",85,64,54403,7.14
"[5, 17, 85, 64, 54409, 48458, 57]",85,64,54409,50.0
"[5, 17, 85, 64, 54413, 4251, 5]",85,64,54413,26.19
"[5, 17, 85, 64, 54419, 22958, 27]",85,64,54419,7.14
"[5, 17, 85, 64, 54421, 51870, 61]",85,64,54421,26.19
"[5, 17, 85, 64, 54437, 38276, 45]",85,64,54437,26.19
"[5, 17, 85, 64, 54443, 2552, 3]",85,64,54443,7.14
"[5, 17, 85, 64, 54449, 14463, 17]",85,64,54449,97.62
"[5, 17, 85, 64, 54469, 11064, 13]",85,64,54469,26.19
"[5, 17, 85, 64, 54493, 45127, 53]",85,64,54493,26.19
"[5, 17, 85, 64, 54497, 28100, 33]",85,64,54497,97.62
"[5, 17, 85, 64, 54499, 9367, 11]",85,64,54499,7.14
"[5, 17, 85, 64, 54503, 19587, 23]",85,64,54503,7.14
"[5, 17, 85, 64, 54517, 24703, 29]",85,64,54517,26.19
"[5, 17, 85, 64, 54521, 7667, 9]",85,64,54521,50.0
"[5, 17, 85, 64, 54539, 29826, 35]",85,64,54539,7.14
"[5, 17, 85, 64, 54541, 4261, 5]",85,64,54541,26.19
"[5, 17, 85, 64, 54547, 23012, 27]",85,64,54547,7.14
"[5, 17, 85, 64, 54559, 26427, 31]",85,64,54559,7.14
"[5, 17, 85, 64, 54563, 9378, 11]",85,64,54563,7.14
"[5, 17, 85, 64, 54577, 14497, 17]",85,64,54577,97.62
"[5, 17, 85, 64, 54581, 24732, 29]",85,64,54581,26.19
"[5, 17, 85, 64, 54583, 5970, 7]",85,64,54583,7.14
"[5, 17, 85, 64, 54601, 48629, 57]",85,64,54601,50.0
"[5, 17, 85, 64, 54617, 34989, 41]",85,64,54617,50.0
"[5, 17, 85, 64, 54623, 26458, 31]",85,64,54623,7.14
"[5, 17, 85, 64, 54629, 38411, 45]",85,64,54629,26.19
"[5, 17, 85, 64, 54631, 19633, 23]",85,64,54631,7.14
"[5, 17, 85, 64, 54647, 5977, 7]",85,64,54647,7.14
"[5, 17, 85, 64, 54667, 29896, 35]",85,64,54667,7.14
"[5, 17, 85, 64, 54673, 41859, 49]",85,64,54673,97.62
"[5, 17, 85, 64, 54679, 33320, 39]",85,64,54679,7.14
"[5, 17, 85, 64, 54709, 24790, 29]",85,64,54709,26.19
"[5, 17, 85, 64, 54713, 7694, 9]",85,64,54713,50.0
"[5, 17, 85, 64, 54721, 855, 1]",85,64,54721,97.62
"[5, 17, 85, 64, 54727, 47031, 55]",85,64,54727,7.14
"[5, 17, 85, 64, 54751, 26520, 31]",85,64,54751,7.14
"[5, 17, 85, 64, 54767, 12836, 15]",85,64,54767,7.14
"[5, 17, 85, 64, 54773, 24819, 29]",85,64,54773,26.19
"[5, 17, 85, 64, 54779, 43652, 51]",85,64,54779,7.14
"[5, 17, 85, 64, 54787, 36810, 43]",85,64,54787,7.14
"[5, 17, 85, 64, 54799, 40243, 47]",85,64,54799,7.14
"[5, 17, 85, 64, 54829, 31698, 37]",85,64,54829,26.19
"[5, 17, 85, 64, 54833, 14565, 17]",85,64,54833,97.62
"[5, 17, 85, 64, 54851, 36853, 43]",85,64,54851,7.14
"[5, 17, 85, 64, 54869, 52297, 61]",85,64,54869,26.19
"[5, 17, 85, 64, 54877, 45445, 53]",85,64,54877,26.19
"[5, 17, 85, 64, 54881, 28298, 33]",85,64,54881,97.62
"[5, 17, 85, 64, 54907, 43754, 51]",85,64,54907,7.14
"[5, 17, 85, 64, 54917, 11155, 13]",85,64,54917,26.19
"[5, 17, 85, 64, 54919, 47196, 55]",85,64,54919,7.14
"[5, 17, 85, 64, 54941, 45498, 53]",85,64,54941,26.19
"[5, 17, 85, 64, 54949, 38636, 45]",85,64,54949,26.19
"[5, 17, 85, 64, 54959, 12881, 15]",85,64,54959,7.14
"[5, 17, 85, 64, 54973, 18038, 21]",85,64,54973,26.19
"[5, 17, 85, 64, 54979, 36939, 43]",85,64,54979,7.14
"[5, 17, 85, 64, 54983, 47251, 55]",85,64,54983,7.14
"[5, 17, 85, 64, 55001, 35235, 41]",85,64,55001,50.0
"[5, 17, 85, 64, 55009, 28364, 33]",85,64,55009,97.62
"[5, 17, 85, 64, 55021, 31809, 37]",85,64,55021,26.19
"[5, 17, 85, 64, 55049, 49028, 57]",85,64,55049,50.0
"[5, 17, 85, 64, 55051, 30106, 35]",85,64,55051,7.14
"[5, 17, 85, 64, 55057, 42153, 49]",85,64,55057,97.62
"[5, 17, 85, 64, 55061, 52480, 61]",85,64,55061,26.19
"[5, 17, 85, 64, 55073, 28397, 33]",85,64,55073,97.62
"[5, 17, 85, 64, 55079, 19794, 23]",85,64,55079,7.14
"[5, 17, 85, 64, 55103, 54242, 63]",85,64,55103,7.14
"[5, 17, 85, 64, 55109, 11194, 13]",85,64,55109,26.19
"[5, 17, 85, 64, 55117, 4306, 5]",85,64,55117,26.19
"[5, 17, 85, 64, 55127, 33593, 39]",85,64,55127,7.14
"[5, 17, 85, 64, 55147, 2585, 3]",85,64,55147,7.14
"[5, 17, 85, 64, 55163, 43958, 51]",85,64,55163,7.14
"[5, 17, 85, 64, 55171, 37068, 43]",85,64,55171,7.14
"[5, 17, 85, 64, 55201, 28463, 33]",85,64,55201,97.62
"[5, 17, 85, 64, 55207, 19840, 23]",85,64,55207,7.14
"[5, 17, 85, 64, 55213, 31920, 37]",85,64,55213,26.19
"[5, 17, 85, 64, 55217, 14667, 17]",85,64,55217,97.62
"[5, 17, 85, 64, 55219, 50905, 59]",85,64,55219,7.14
"[5, 17, 85, 64, 55229, 18122, 21]",85,64,55229,26.19
"[5, 17, 85, 64, 55243, 30211, 35]",85,64,55243,7.14
"[5, 17, 85, 64, 55249, 42300, 49]",85,64,55249,97.62
"[5, 17, 85, 64, 55259, 16405, 19]",85,64,55259,7.14
"[5, 17, 85, 64, 55291, 44060, 51]",85,64,55291,7.14
"[5, 17, 85, 64, 55313, 42349, 49]",85,64,55313,97.62
"[5, 17, 85, 64, 55331, 9510, 11]",85,64,55331,7.14
"[5, 17, 85, 64, 55333, 38906, 45]",85,64,55333,26.19
"[5, 17, 85, 64, 55337, 21616, 25]",85,64,55337,50.0
"[5, 17, 85, 64, 55339, 2594, 3]",85,64,55339,7.14
"[5, 17, 85, 64, 55343, 12971, 15]",85,64,55343,7.14
"[5, 17, 85, 64, 55351, 6054, 7]",85,64,55351,7.14
"[5, 17, 85, 64, 55373, 4326, 5]",85,64,55373,26.19
"[5, 17, 85, 64, 55381, 52785, 61]",85,64,55381,26.19
"[5, 17, 85, 64, 55399, 19909, 23]",85,64,55399,7.14
"[5, 17, 85, 64, 55411, 51082, 59]",85,64,55411,7.14
"[5, 17, 85, 64, 55439, 40713, 47]",85,64,55439,7.14
"[5, 17, 85, 64, 55441, 42447, 49]",85,64,55441,97.62
"[5, 17, 85, 64, 55457, 28595, 33]",85,64,55457,97.62
"[5, 17, 85, 64, 55469, 32068, 37]",85,64,55469,26.19
"[5, 17, 85, 64, 55487, 54620, 63]",85,64,55487,7.14
"[5, 17, 85, 64, 55501, 4336, 5]",85,64,55501,26.19
"[5, 17, 85, 64, 55511, 33827, 39]",85,64,55511,7.14
"[5, 17, 85, 64, 55529, 21691, 25]",85,64,55529,50.0
"[5, 17, 85, 64, 55541, 25167, 29]",85,64,55541,26.19
"[5, 17, 85, 64, 55547, 44264, 51]",85,64,55547,7.14
"[5, 17, 85, 64, 55579, 16500, 19]",85,64,55579,7.14
"[5, 17, 85, 64, 55589, 39086, 45]",85,64,55589,26.19
"[5, 17, 85, 64, 55603, 51259, 59]",85,64,55603,7.14
"[5, 17, 85, 64, 55609, 7820, 9]",85,64,55609,50.0
"[5, 17, 85, 64, 55619, 37369, 43]",85,64,55619,7.14
"[5, 17, 85, 64, 55621, 11298, 13]",85,64,55621,26.19
"[5, 17, 85, 64, 55631, 40854, 47]",85,64,55631,7.14
"[5, 17, 85, 64, 55633, 42594, 49]",85,64,55633,97.62
"[5, 17, 85, 64, 55639, 33905, 39]",85,64,55639,7.14
"[5, 17, 85, 64, 55661, 32179, 37]",85,64,55661,26.19
"[5, 17, 85, 64, 55663, 13046, 15]",85,64,55663,7.14
"[5, 17, 85, 64, 55667, 51318, 59]",85,64,55667,7.14
"[5, 17, 85, 64, 55673, 7829, 9]",85,64,55673,50.0
"[5, 17, 85, 64, 55681, 870, 1]",85,64,55681,97.62
"[5, 17, 85, 64, 55691, 30456, 35]",85,64,55691,7.14
"[5, 17, 85, 64, 55697, 42643, 49]",85,64,55697,97.62
"[5, 17, 85, 64, 55711, 26985, 31]",85,64,55711,7.14
"[5, 17, 85, 64, 55717, 39176, 45]",85,64,55717,26.19
"[5, 17, 85, 64, 55721, 21766, 25]",85,64,55721,50.0
"[5, 17, 85, 64, 55733, 25254, 29]",85,64,55733,26.19
"[5, 17, 85, 64, 55763, 23525, 27]",85,64,55763,7.14
"[5, 17, 85, 64, 55787, 2615, 3]",85,64,55787,7.14
"[5, 17, 85, 64, 55793, 14820, 17]",85,64,55793,97.62
"[5, 17, 85, 64, 55799, 6103, 7]",85,64,55799,7.14
"[5, 17, 85, 64, 55807, 54935, 63]",85,64,55807,7.14
"[5, 17, 85, 64, 55813, 11337, 13]",85,64,55813,26.19
"[5, 17, 85, 64, 55817, 49712, 57]",85,64,55817,50.0
"[5, 17, 85, 64, 55819, 30526, 35]",85,64,55819,7.14
"[5, 17, 85, 64, 55823, 40995, 47]",85,64,55823,7.14
"[5, 17, 85, 64, 55829, 53212, 61]",85,64,55829,26.19
"[5, 17, 85, 64, 55837, 46240, 53]",85,64,55837,26.19
"[5, 17, 85, 64, 55843, 9598, 11]",85,64,55843,7.14
"[5, 17, 85, 64, 55849, 21816, 25]",85,64,55849,50.0
"[5, 17, 85, 64, 55871, 54998, 63]",85,64,55871,7.14
"[5, 17, 85, 64, 55889, 42790, 49]",85,64,55889,97.62
"[5, 17, 85, 64, 55897, 35809, 41]",85,64,55897,50.0
"[5, 17, 85, 64, 55901, 46293, 53]",85,64,55901,26.19
"[5, 17, 85, 64, 55903, 27078, 31]",85,64,55903,7.14
"[5, 17, 85, 64, 55921, 14854, 17]",85,64,55921,97.62
"[5, 17, 85, 64, 55927, 6117, 7]",85,64,55927,7.14
"[5, 17, 85, 64, 55931, 44570, 51]",85,64,55931,7.14
"[5, 17, 85, 64, 55933, 18353, 21]",85,64,55933,26.19
"[5, 17, 85, 64, 55949, 4371, 5]",85,64,55949,26.19
"[5, 17, 85, 64, 55967, 27109, 31]",85,64,55967,7.14
"[5, 17, 85, 64, 55987, 51613, 59]",85,64,55987,7.14
"[5, 17, 85, 64, 55997, 18374, 21]",85,64,55997,26.19
"[5, 17, 85, 64, 56003, 37627, 43]",85,64,56003,7.14
"[5, 17, 85, 64, 56009, 49883, 57]",85,64,56009,50.0
"[5, 17, 85, 64, 56039, 20139, 23]",85,64,56039,7.14
"[5, 17, 85, 64, 56041, 21891, 25]",85,64,56041,50.0
"[5, 17, 85, 64, 56053, 25399, 29]",85,64,56053,26.19
"[5, 17, 85, 64, 56081, 42937, 49]",85,64,56081,97.62
"[5, 17, 85, 64, 56087, 34178, 39]",85,64,56087,7.14
"[5, 17, 85, 64, 56093, 46452, 53]",85,64,56093,26.19
"[5, 17, 85, 64, 56099, 9642, 11]",85,64,56099,7.14
"[5, 17, 85, 64, 56101, 39446, 45]",85,64,56101,26.19
"[5, 17, 85, 64, 56113, 14905, 17]",85,64,56113,97.62
"[5, 17, 85, 64, 56123, 44723, 51]",85,64,56123,7.14
"[5, 17, 85, 64, 56131, 37713, 43]",85,64,56131,7.14
"[5, 17, 85, 64, 56149, 53517, 61]",85,64,56149,26.19
"[5, 17, 85, 64, 56167, 20185, 23]",85,64,56167,7.14
"[5, 17, 85, 64, 56171, 2633, 3]",85,64,56171,7.14
"[5, 17, 85, 64, 56179, 51790, 59]",85,64,56179,7.14
"[5, 17, 85, 64, 56197, 11415, 13]",85,64,56197,26.19
"[5, 17, 85, 64, 56207, 41277, 47]",85,64,56207,7.14
"[5, 17, 85, 64, 56209, 43035, 49]",85,64,56209,97.62
"[5, 17, 85, 64, 56237, 32512, 37]",85,64,56237,26.19
"[5, 17, 85, 64, 56239, 13181, 15]",85,64,56239,7.14
"[5, 17, 85, 64, 56249, 7910, 9]",85,64,56249,50.0
"[5, 17, 85, 64, 56263, 48351, 55]",85,64,56263,7.14
"[5, 17, 85, 64, 56267, 30771, 35]",85,64,56267,7.14
"[5, 17, 85, 64, 56269, 4396, 5]",85,64,56269,26.19
"[5, 17, 85, 64, 56299, 2639, 3]",85,64,56299,7.14
"[5, 17, 85, 64, 56311, 6159, 7]",85,64,56311,7.14
"[5, 17, 85, 64, 56333, 4401, 5]",85,64,56333,26.19
"[5, 17, 85, 64, 56359, 20254, 23]",85,64,56359,7.14
"[5, 17, 85, 64, 56369, 14973, 17]",85,64,56369,97.62
"[5, 17, 85, 64, 56377, 7928, 9]",85,64,56377,50.0
"[5, 17, 85, 64, 56383, 55502, 63]",85,64,56383,7.14
"[5, 17, 85, 64, 56393, 50225, 57]",85,64,56393,50.0
"[5, 17, 85, 64, 56401, 43182, 49]",85,64,56401,97.62
"[5, 17, 85, 64, 56417, 29090, 33]",85,64,56417,97.62
"[5, 17, 85, 64, 56431, 13226, 15]",85,64,56431,7.14
"[5, 17, 85, 64, 56437, 25573, 29]",85,64,56437,26.19
"[5, 17, 85, 64, 56443, 44978, 51]",85,64,56443,7.14
"[5, 17, 85, 64, 56453, 11467, 13]",85,64,56453,26.19
"[5, 17, 85, 64, 56467, 23822, 27]",85,64,56467,7.14
"[5, 17, 85, 64, 56473, 36178, 41]",85,64,56473,50.0
"[5, 17, 85, 64, 56477, 46770, 53]",85,64,56477,26.19
"[5, 17, 85, 64, 56479, 27357, 31]",85,64,56479,7.14
"[5, 17, 85, 64, 56489, 22066, 25]",85,64,56489,50.0
"[5, 17, 85, 64, 56501, 25602, 29]",85,64,56501,26.19
"[5, 17, 85, 64, 56503, 6180, 7]",85,64,56503,7.14
"[5, 17, 85, 64, 56509, 18542, 21]",85,64,56509,26.19
"[5, 17, 85, 64, 56519, 48571, 55]",85,64,56519,7.14
"[5, 17, 85, 64, 56527, 41512, 47]",85,64,56527,7.14
"[5, 17, 85, 64, 56531, 23849, 27]",85,64,56531,7.14
"[5, 17, 85, 64, 56533, 53883, 61]",85,64,56533,26.19
"[5, 17, 85, 64, 56543, 27388, 31]",85,64,56543,7.14
"[5, 17, 85, 64, 56569, 7955, 9]",85,64,56569,50.0
"[5, 17, 85, 64, 56591, 41559, 47]",85,64,56591,7.14
"[5, 17, 85, 64, 56597, 53944, 61]",85,64,56597,26.19
"[5, 17, 85, 64, 56599, 34490, 39]",85,64,56599,7.14
"[5, 17, 85, 64, 56611, 9730, 11]",85,64,56611,7.14
"[5, 17, 85, 64, 56629, 25660, 29]",85,64,56629,26.19
"[5, 17, 85, 64, 56633, 7964, 9]",85,64,56633,50.0
"[5, 17, 85, 64, 56659, 23903, 27]",85,64,56659,7.14
"[5, 17, 85, 64, 56663, 34529, 39]",85,64,56663,7.14
"[5, 17, 85, 64, 56671, 27450, 31]",85,64,56671,7.14
"[5, 17, 85, 64, 56681, 22141, 25]",85,64,56681,50.0
"[5, 17, 85, 64, 56687, 13286, 15]",85,64,56687,7.14
"[5, 17, 85, 64, 56701, 18605, 21]",85,64,56701,26.19
"[5, 17, 85, 64, 56711, 48736, 55]",85,64,56711,7.14
"[5, 17, 85, 64, 56713, 50510, 57]",85,64,56713,50.0
"[5, 17, 85, 64, 56731, 16842, 19]",85,64,56731,7.14
"[5, 17, 85, 64, 56737, 29255, 33]",85,64,56737,97.62
"[5, 17, 85, 64, 56747, 2660, 3]",85,64,56747,7.14
"[5, 17, 85, 64, 56767, 55880, 63]",85,64,56767,7.14
"[5, 17, 85, 64, 56773, 11532, 13]",85,64,56773,26.19
"[5, 17, 85, 64, 56779, 31051, 35]",85,64,56779,7.14
"[5, 17, 85, 64, 56783, 41700, 47]",85,64,56783,7.14
"[5, 17, 85, 64, 56807, 20415, 23]",85,64,56807,7.14
"[5, 17, 85, 64, 56809, 22191, 25]",85,64,56809,50.0
"[5, 17, 85, 64, 56813, 32845, 37]",85,64,56813,26.19
"[5, 17, 85, 64, 56821, 25747, 29]",85,64,56821,26.19
"[5, 17, 85, 64, 56827, 45284, 51]",85,64,56827,7.14
"[5, 17, 85, 64, 56843, 31086, 35]",85,64,56843,7.14
"[5, 17, 85, 64, 56857, 36424, 41]",85,64,56857,50.0
"[5, 17, 85, 64, 56873, 22216, 25]",85,64,56873,50.0
"[5, 17, 85, 64, 56891, 45335, 51]",85,64,56891,7.14
"[5, 17, 85, 64, 56893, 18668, 21]",85,64,56893,26.19
"[5, 17, 85, 64, 56897, 889, 1]",85,64,56897,97.62
"[5, 17, 85, 64, 56909, 4446, 5]",85,64,56909,26.19
"[5, 17, 85, 64, 56911, 41794, 47]",85,64,56911,7.14
"[5, 17, 85, 64, 56921, 36465, 41]",85,64,56921,50.0
"[5, 17, 85, 64, 56923, 16899, 19]",85,64,56923,7.14
"[5, 17, 85, 64, 56929, 29354, 33]",85,64,56929,97.62
"[5, 17, 85, 64, 56941, 32919, 37]",85,64,56941,26.19
"[5, 17, 85, 64, 56951, 6229, 7]",85,64,56951,7.14
"[5, 17, 85, 64, 56957, 18689, 21]",85,64,56957,26.19
